1,605
2,1260
3,1964
4,2725
5,3543
6,4418
7,5359
8,6374
9,7462
10,8632
11,9892
12,11250
13,12715
14,14286
15,15971
16,17779
17,19726
18,21821
19,24071
20,26493
21,29095
22,31893
23,34904
24,38144
25,41629
26,45376
27,49401
28,53729
29,58384
30,63391
31,68775
32,74568
33,80794
34,87487
35,94687
36,102427
37,110748
38,119699
39,129321
40,139663
41,150782
42,162736
43,175590
44,189409
45,204267
46,220246
47,237428
48,254610
49,271792
50,288974
51,306156
52,323338
53,340520
54,357702
55,374884
56,392066
57,409248
58,426430
59,443612
60,460794
61,477976
62,495158
63,512340
64,529522
65,546704
66,563886
67,581068
68,598250
69,615432
70,632614
71,649796
72,666978
73,684160
74,701342
75,718524
76,735706
77,752888
78,770070
79,788080
80,806959
81,826748
82,847490
83,869233
84,892023
85,915913
86,940954
87,967202
88,994716
89,1023556
90,1053786
91,1085474
92,1118690
93,1153506
94,1190001
95,1228255
96,1268354
97,1310386
98,1354443
99,1400625
100,1449033
101,1499775
102,1552963
103,1608715
104,1667155
105,1728412
106,1792622
107,1859928
108,1930478
109,2004429
110,2081946
111,2163199
112,2248369
113,2337646
114,2431226
115,2529317
116,2632137
117,2739914
118,2852887
119,2971306
120,3095433
121,3225545
122,3361929
123,3504887
124,3654738
125,3811812
126,3976459
127,4149043
128,4329947
129,4519572
130,4718339
131,4926687
132,5145080
133,5374001
134,5613958
135,5865483
136,6129133
137,6405493
138,6695176
139,6998824
140,7317111
141,7650741
142,8000455
143,8367028
144,8751273
145,9154042
146,9576227
147,10018765
148,10482637
149,10968871
150,11478545
151,12012791
152,12572790
153,13159787
154,13775081
155,14420038
156,15096086
157,15804726
158,16547528
159,17326138
160,18142285
161,18997775
162,19894508
163,20834470
164,21819746
165,22852520
166,23935082
167,25069832
168,26259287
169,27506082
170,28812984
171,30182888
172,31618833
173,33124002
174,34701732
175,36355522
176,38089037
177,39906122
178,41810805
179,43807309
180,45900061
181,48093700
182,50393090
183,52803329
184,55329761
185,57977988
186,60753880
187,63663593
188,66713577
189,69910595
190,73261735
191,76774427
192,80456459
193,84315995
194,88361591
195,92602218
196,97047277
197,101706623
198,106590588
199,111709999
200,117076207
201,122701109
202,128597177
203,134777482
204,141255728
205,148046278
206,155164187
207,162625236
208,170445968
209,178643722
210,187236674
211,196243875
212,205685296
213,215581870
214,225955538
215,236829300
216,248227265
217,260174704
218,272698105
219,285825235
220,299585198
221,314008503
222,329127127
223,344974590
224,361586028
225,378998272
226,397249925
227,416381455
228,436435279
229,457455859
230,479489800
231,502585954
232,526795529
233,552172200
234,578772230
235,606654597
236,635881117
237,666516592
238,698628942
239,732289367
240,767572494
241,804556553
242,843323541
243,883959409
244,926554254
245,971202513
246,1018003177
247,1067060010
248,1118481777
249,1172382487
249,1172382487
